cpu,motherboard,gpu,ram,psu,price,type,rating
AMD Ryzen 7 5800X,MSI MPG B550 GAMING PLUS,GeForce RTX 2080,G.Skill Trident Z5 Neo RGB 48 GB,Raidmax Cobra,1326.99,Office,30.22630163000475
AMD Ryzen 9 3900X,Asus PRIME A320M-K,Radeon RX 6700 XT,Kingston Fury Renegade RGB 16 GB,Thermaltake Toughpower GX1,1178.2399999999998,Professional,29.34588878326997
Intel Core i3-10305 @ 3.80GHz,Gigabyte Z590 UD,GeForce RTX 3070 Ti,Mushkin Enhanced Redline Stiletto 32 GB,Deepcool PQ850M,1260.94,Gaming,17.144987073135912
Intel Core i7-12700F,Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0),Radeon Pro W5500,G.Skill Trident Z 64 GB,SeaSonic PRIME Ultra Platinum 1000,1874.24,Multimedia,31.14542427864094
Intel Core i3-9100 @ 3.60GHz,Supermicro C9Z390-CG-IW,GeForce RTX 2070 SUPER,Kingston FURY Beast RGB 64 GB,ADATA XPG CYBERCORE,1858.74,Multimedia,24.507193044750746
AMD Ryzen 9 3900X,Asus PRIME A520M-A/CSM,Radeon RX 5700 XT,Patriot Signature Line 16 GB,Super Flower Leadex V Platinum Pro,1451.92,Professional,22.278086946939226
Intel Core i7-12700KF,Gigabyte B660 DS3H DDR4,GeForce RTX 3070 Ti,Samsung M391A2K43BB1-CPB 16 GB,Silverstone Strider Platinum,1513.1499999999999,Office,20.304662459108485
Intel Core i9-12900F,Asus TUF GAMING Z690-PLUS D4,GeForce GTX 1660 Ti,Kingston ValueRAM 8 GB,Cougar GEX,1297.33,Professional,17.217670137898608
AMD Ryzen 7 5700G,MSI MPG B550 GAMING PLUS,GeForce RTX 3080 Ti,TEAMGROUP T-Force Delta RGB 32 GB,EVGA SuperNOVA 1300 GT,1915.96,Office,16.955468798931083
Intel Core i5-11400 @ 2.60GHz,MSI MAG B560M BAZOOKA,GeForce GTX 1660 SUPER,G.Skill Trident Z Neo 16 GB,SeaSonic FOCUS SGX (2021),973.1800000000001,All-in-One,32.603218315214036
Intel Core i5-11400F @ 2.60GHz,Asus PRIME Z490-P,GeForce RTX 3070,G.Skill Ripjaws V 32 GB,Cooler Master V1200,1701.8200000000002,Professional,23.519819957457308
AMD A8-9600,MSI B450I GAMING PLUS MAX WIFI,Radeon Pro WX 8200,Kingston FURY Renegade 32 GB,Cooler Master MWE Bronze,2036.1200000000001,Multimedia,18.567422352317152
Intel Core i5-10500 @ 3.10GHz,Gigabyte Z590 AORUS ELITE AX,Radeon RX 570X,Crucial CT2K102464BD186D 16 GB,EVGA 610 BP,987.85,Office,23.39424001619679
Intel Core i3-9350KF @ 4.00GHz,MSI MEG Z390 GODLIKE,GeForce GTX 1080 Ti,Kingston ValueRAM 8 GB,Cooler Master Elite V3,1808.88,Gaming,9.109835920569633
Intel Core i9-11900T @ 1.50GHz,MSI MPG Z590M GAMING EDGE WIFI,GeForce GTX 1660,TEAMGROUP T-Force Delta RGB 64 GB,Corsair HX750,1542.6100000000001,Multimedia,31.344604274573612
Intel Core i9-11900T @ 1.50GHz,Asus PRIME Z590-A,GeForce RTX 3060,G.Skill Trident Z5 RGB 64 GB,Thermaltake Smart BX1,1316.79,Professional,35.46427296683602
AMD Ryzen 5 1500X,MSI MEG X570S ACE MAX,Radeon RX 6700 XT,Crucial CT2K16G3ERSDD4186D 32 GB,SeaSonic PRIME TX-750,1940.0,Gaming,9.254020618556702
Intel Core i5-12600K,ASRock B760M PG SONIC WiFi,Radeon RX 560,G.Skill Zeta R5 128 GB,Corsair CX450 (2017),1763.86,Professional,28.52664043631581
AMD Ryzen 3 2300X,ASRock B550 PG Velocita,Radeon RX 570X,Corsair Vengeance RGB Pro SL 32 GB,Cooler Master MWE GOLD 750 V2 FULL MODULAR,879.0600000000001,Gaming,14.946306281710006
Intel Core i9-9900T @ 2.10GHz,MSI Z270-A PRO,Radeon RX 560,Timetec 75TT133U2R8-8G 8 GB,EVGA GE,1262.84,Professional,11.337144848120111
Intel Core i9-9900KS @ 4.00GHz,Asus ROG STRIX Z390-E GAMING,GeForce GTX 1070 Ti,Samsung MV-2S1G4 1 GB,Athena Power AP-MFATX50P8,1781.27,Professional,14.085455882600616
AMD Athlon X4 950,ASRock X470D4U,Radeon Vega Frontier Edition,Kingston FURY Impact 32 GB,Thermaltake Toughpower GF1 PE,2228.2700000000004,Office,10.222280064803634
AMD Ryzen 5 1600,MSI B550M PRO-VDH WIFI,GeForce RTX 2060 SUPER,G.Skill Trident Z Royal 32 GB,Montech TITAN GOLD 1000W,1268.5400000000002,Office,19.900042568622194
AMD Ryzen 7 5800X,Gigabyte B550 AORUS ELITE AX,Radeon Pro WX 4100,Mushkin Redline 64 GB,Thermaltake Smart,1377.85,Professional,25.31697935188881
Intel Core i9-10900T @ 1.90GHz,Gigabyte Z490 UD AC,GeForce GTX 1660 SUPER,Thermaltake TOUGHRAM 16 GB,EVGA 550 B5,1188.08,All-in-One,25.485825870311768
AMD A6-9500E,Asus TUF GAMING A520M-PLUS WIFI,GeForce GTX 1660 SUPER,Gigabyte AORUS RGB 16 GB,be quiet! Straight Power 11,773.9100000000001,All-in-One,32.989107260534176
Intel Pentium Gold G6505 @ 4.20GHz,Asus TUF GAMING Z490-PLUS (WI-FI),Radeon RX 580,Timetec PINNACLE Konduit RGB 16 GB,Corsair HX1200 Platinum,1117.98,Multimedia,31.010393745863073
Intel Celeron G5905T @ 3.30GHz,ASRock Z590 Phantom Gaming-ITX/TB4,GeForce RTX 3070 Ti,Klevv CRAS X RGB 32 GB,Cooler Master G500,1164.95,Office,21.26786557362977
Intel Core i5-12400F,Gigabyte Z790I AORUS ULTRA,Radeon RX 5700,Mushkin 977020A 16 GB,EVGA 710 BP,1572.1000000000001,Professional,19.51816042236499
Intel Pentium Gold G5400 @ 3.70GHz,MSI MEG Z390 GODLIKE,GeForce GTX 1080 Ti,Mushkin Silverline 4 GB,Deepcool PX-G,1796.74,Office,8.31728575085989
AMD Ryzen 5 2600X,Biostar B450MH,GeForce RTX 2060 SUPER,Crucial CT2K16G4DFRA266 32 GB,EVGA 850 GQ,1068.76,Office,25.483738163853438
Intel Core i9-10900KF @ 3.70GHz,Asus ROG STRIX Z590-I GAMING WIFI,Radeon VII,Crucial CT2KIT102472BD160B 16 GB,EVGA 500 W1,2793.9900000000002,All-in-One,11.917365488065455
Intel Core i7-10700 @ 2.90GHz,Gigabyte Z490 AORUS ULTRA,GeForce RTX 3070,Mushkin 991556 2 GB,Cooler Master Elite V3,1472.3700000000001,Professional,21.07248857284514
Intel Pentium Gold G6405T @ 3.50GHz,Asus Prime Z590-P WiFi,Radeon RX 6600 XT,Patriot Signature Premium 8 GB,Fractal Design Anode Bronze,763.4300000000001,Gaming,17.41836186683782
AMD A10-9700E,Asus PRIME B550M-K,GeForce GTX 1660,Crucial CT8G4DFS8266 8 GB,Thermaltake Toughpower GF1 Snow - TT Premium,793.0600000000001,Professional,30.473734648072025
AMD Ryzen 3 1300X,Gigabyte X570S AERO G,GeForce GTX 1660,Corsair Dominator Platinum RGB 32 GB,Corsair RM650x (2021),1131.12,Office,22.43440130136502
Intel Core i5-12600,Asus PRIME Z790-P WIFI,Radeon R5 330,TEAMGROUP T-Force Delta RGB 64 GB,EVGA SuperNOVA 650 G+,1106.8700000000001,All-in-One,26.147786099541953
AMD PRO A12-9800E,MSI B550 GAMING GEN3,Radeon RX 6800 XT,Kingston FURY Beast 32 GB,SeaSonic PRIME PX-1300,1548.34,Gaming,10.215327382874563
AMD Ryzen 9 3900X,Asus TUF GAMING X570-PLUS,GeForce GTX 1080 Ti,Patriot Viper Black 32 GB,Corsair VS550 (2018),1416.68,Office,20.576276929158315
Intel Pentium Gold G6405T @ 3.50GHz,MSI MPG B560I GAMING EDGE WIFI,Radeon RX 6800,G.Skill Ripjaws V 16 GB,Super Flower Leadex Platinum,1168.96,Office,16.7978373939228
Intel Core i3-9300T @ 3.20GHz,Asus ROG MAXIMUS XI HERO (WI-FI),GeForce RTX 3060 Ti,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,Silverstone NJ700,1580.49,Multimedia,28.29565514492341
AMD Ryzen 7 2700X,Gigabyte A520I AC,GeForce GT 1030,Kingston FURY Beast RGB 32 GB,Cooler Master MWE Gold 1250 - V2,720.9399999999999,Multimedia,41.54159846866591
Intel Core i5-7600T @ 2.80GHz,ASRock H310CM-HDV/M.2,Radeon RX 560,Mushkin Redline Lumina 32 GB,Corsair CX550 (2017),911.04,Multimedia,29.061841412012647
Intel Core i3-10100F @ 3.60GHz,MSI MPG Z490 GAMING CARBON WIFI,GeForce RTX 3070 Ti,G.Skill F3-12800CL9S-4GBSQ 4 GB,Corsair VS550 (2018),1189.49,Multimedia,37.78678257068155
Intel Core i9-10900 @ 2.80GHz,MSI MPG Z590 GAMING PLUS,Radeon RX Vega 64,Corsair Vengeance LPX 16 GB,EVGA 850 BQ,1591.7600000000002,Professional,17.790370407599134
Intel Core i7-12700,Gigabyte B660M DS3H DDR4,Radeon RX 5700 XT,Corsair Vengeance RGB 32 GB,Thermaltake TOUGHPOWER GF A3,1448.8600000000001,All-in-One,29.751804867274963
Intel Core i7-8700 @ 3.20GHz,Asus TUF Z390-PLUS GAMING (WI-FI),Radeon RX 560,G.Skill Ripjaws V 16 GB,Corsair TX850,1513.38,Multimedia,18.741492553093074
AMD Ryzen 7 3800XT,Gigabyte B550M DS3H,GeForce GTX 1060 5GB,TEAMGROUP T-Force Vulcan alpha 32 GB,Asus ROG THOR P2 Gaming EVA Edition,1567.61,All-in-One,20.53686822615319
Intel Core i5-12500T,Asus TUF GAMING Z790-PLUS WIFI,GeForce RTX 3070 Ti,Silicon Power XPOWER Zenith RGB Gaming 32 GB,EVGA SuperNOVA 1600 G+,1529.97,All-in-One,27.39596201232704
Intel Core i9-11900KF @ 3.50GHz,Gigabyte B560 AORUS PRO AX,GeForce RTX 3080,Corsair Dominator Platinum RGB 64 GB,Corsair RM850x,2032.83,Professional,25.425884112296654
AMD Athlon X4 950,Asus Pro WS X570-ACE,Radeon RX Vega 64,Patriot Signature Line 16 GB,SeaSonic PRIME PX,1763.95,Multimedia,20.298477848011565
AMD A10-9700E,Gigabyte B550 AORUS PRO,Radeon RX 590,Corsair Vengeance LPX 16 GB,Thermaltake Smart RGB,1198.39,Office,12.41499011173324
Intel Pentium Gold G6605 @ 4.30GHz,MSI MPG Z490 GAMING PLUS,Radeon RX 580,ADATA XPG GAMMIX D45 64 GB,Corsair RM750,1078.7,Office,38.51673310466302
Intel Core i9-10900KF @ 3.70GHz,Asus PRO Q570M-C/CSM,Radeon Pro W5700,G.Skill Trident Z5 RGB 48 GB,Thermaltake Smart Pro RGB,2463.3400000000006,Multimedia,21.464353276445802
Intel Core i3-7320 @ 4.10GHz,ASRock Z370 Extreme4,GeForce RTX 2080 SUPER,G.Skill Ripjaws V 16 GB,Silverstone Strider Platinum S,2154.84,Office,9.928347348295
AMD A10-9700E,MSI MPG B550 GAMING PLUS,GeForce GTX 1060 5GB,G.Skill Aegis 16 GB,Corsair G700,1092.43,Gaming,8.544529168917002
Intel Celeron G5905 @ 3.50GHz,Asus TUF GAMING H570-PRO WIFI,GeForce GT 1030,Mushkin Proline 32 GB,EVGA SuperNOVA 650 GT,513.29,Office,50.525044321923275
Intel Core i3-7350K @ 4.20GHz,Gigabyte Z370N WIFI,Radeon RX 6900 XT,Mushkin Essentials 4 GB,Silverstone Essential,1787.4799999999998,Multimedia,26.23218161881532
Intel Core i9-12900T,MSI PRO-B660M-B-DDR4,GeForce RTX 3080,ADATA XPG LANCER RGB 32 GB,Corsair HX750 Platinum,2029.98,Gaming,16.38025990403846
Intel Core i7-9700KF @ 3.60GHz,Gigabyte Z390 UD,Radeon RX 6800,Kingston ValueRAM 32 GB,SeaSonic PRIME Ultra Titanium,1952.82,Professional,20.7563933183806
Intel Core i5-12500,ASRock Z790M-ITX WIFI,Radeon RX 5700,G.Skill Trident Z RGB 32 GB,Cougar GEX,1601.92,All-in-One,24.62395125848981
Intel Core i3-10105T @ 3.00GHz,MSI MPG Z490 GAMING PLUS,Radeon RX 6800,Kingston KSM48R40BD4TMM-64HMR 64 GB,SeaSonic SS-300ES Bronze,1385.41,All-in-One,31.617643874376533
AMD Ryzen 5 1600X,Asus TUF B450M-PLUS GAMING,GeForce RTX 2080 Ti,Crucial CT2K16G56C46S5 32 GB,Thermaltake Toughpower iRGB PLUS 750,1767.03,Office,14.65623107700492
AMD Athlon 3000G,ASRock X570 Taichi,GeForce GTX 1660 SUPER,G.Skill Trident Z5 RGB 48 GB,Antec VP PLUS,1070.48,Professional,34.77505418130185
AMD Ryzen 5 5600X,ASRock B550M Pro4,Radeon RX Vega 56,Crucial CT16G4SFD824A 16 GB,Thermaltake Smart,1308.6299999999999,All-in-One,25.048180157875034
AMD Ryzen 5 1600X,Gigabyte A520 AORUS ELITE,GeForce RTX 2080,G.Skill Trident Z RGB 32 GB,Corsair HX750,1613.52,Multimedia,28.726944816302247
AMD Ryzen 5 1600,Asus PRIME B550M-A WIFI II,NVIDIA TITAN Xp,Kingston KVR1333D3D4R9S/8G 8 GB,Corsair AX760,2674.8,All-in-One,10.508000598175563
AMD Ryzen 9 3950X,ASRock B550M PG RIPTIDE,GeForce RTX 2060 SUPER,Kingston ValueRAM 8 GB,SeaSonic PRIME 1300 Gold,1610.86,Multimedia,34.52720906844792
AMD Ryzen 7 1700,Asus TUF GAMING B550-PLUS WIFI II,GeForce RTX 2080,G.Skill Ripjaws S5 32 GB,EVGA GE,1143.68,Multimedia,41.2650391717963
Intel Core i3-12300,ASRock Z690 Pro RS,GeForce RTX 2060 SUPER,TEAMGROUP Elite 16 GB,Thermaltake Toughpower,1128.8600000000001,Office,25.191786403982775
Intel Core i5-12400F,Asus TUF GAMING Z690-PLUS WIFI D4,Radeon RX 6700 XT,ADATA XPG LANCER RGB 32 GB,Cooler Master V750 SFX GOLD,1199.94,Multimedia,44.660149674150375
AMD Ryzen 3 1300X,Asus TUF GAMING B550-PLUS (WI-FI),GeForce RTX 2070,G.Skill Ares 16 GB,Corsair HX750,1574.42,All-in-One,18.198955805947588
AMD Ryzen 7 5700G,Asus PRIME B450-PLUS,Radeon RX 580,ADATA XPG SPECTRIX D50 16 GB,be quiet! SFX Power 3 450,859.0699999999999,Multimedia,52.094125042196794
AMD Ryzen 7 1700X,ASRock X570D4U,Radeon Pro WX 4100,Kingston Server Premier 64 GB,SHARKOON SilentStorm Cool Zero 850,1458.06,Office,26.09220471036857
Intel Core i5-11500T @ 1.50GHz,MSI MAG Z490 TOMAHAWK,Radeon VII,Patriot Viper SODIMM 4 GB,EVGA 500 BQ,2543.5199999999995,Gaming,6.797312385984777
Intel Core i5-10400F @ 2.90GHz,Asus PRIME H510M-A WIFI,GeForce GT 1030,OLOy MD4U083016BJDA 16 GB,FSP Group Hyper M85+,489.64,Professional,30.74197369495956
Intel Pentium Gold G6600 @ 4.20GHz,MSI Z590 PRO WIFI,Radeon RX 580,Corsair Vengeance RGB RS 32 GB,SeaSonic SSP-300SFG,918.49,Office,30.770068264216267
AMD Ryzen 5 1500X,Asus PRIME B450M-A,GeForce RTX 2060,TEAMGROUP T-Force Vulcan Z 16 GB,Thermaltake TOUGHPOWER GF A3,849.76,All-in-One,31.852758425908494
Intel Core i3-10305T @ 3.00GHz,Asus Z590 WIFI GUNDAM EDITION,GeForce RTX 2080 Ti,Corsair Dominator Platinum RGB 16 GB,Silverstone SX700-PT,1571.8300000000002,Multimedia,27.527149882620893
Intel Core i7-12700T,ASRock Z790M-ITX WIFI,GeForce GTX 1660 SUPER,Crucial CT8G3ERSLD8160B 8 GB,Silverstone Strider,1141.8700000000001,Professional,22.091831819734296
Intel Core i7-12700T,Asus PRIME Z690-A,Radeon RX 5700 XT,Corsair Vengeance 32 GB,be quiet! Pure Power 12 M,1447.92,Office,22.494336703685285
Intel Core i7-11700T @ 1.40GHz,MSI Z590-A PRO,GeForce RTX 2080 SUPER,Crucial CT25664BA1067 2 GB,Phanteks Revolt X,1350.95,Multimedia,33.454606017987345
Intel Core i3-8350K @ 4.00GHz,MSI MAG Z390 TOMAHAWK,Radeon RX 5700,Kingston FURY Beast 32 GB,Corsair RM650 (2019),1817.3400000000001,Professional,19.52551531359019
AMD Ryzen 5 5500,ASRock B450 Pro4,GeForce RTX 2070 SUPER,Kingston FURY Beast 8 GB,SeaSonic PRIME Ultra Gold 1000,1381.88,Gaming,15.575230844935884
Intel Core i5-10500 @ 3.10GHz,MSI MAG Z590 TORPEDO,GeForce GT 1030,Corsair XMS3 8 GB,FSP Group FSP500-50FSPT,735.3399999999999,Multimedia,34.3895340930726
AMD Ryzen 5 1600X,Asus PRIME B550M-A/CSM,GeForce GTX 1080 Ti,TEAMGROUP Elite 64 GB,EVGA SuperNOVA 850 G2,1354.58,Office,28.568264701974044
AMD Ryzen 7 3700X,Asus ROG STRIX B550-F GAMING,Radeon RX Vega 56,Crucial CT16G3ERSLD41339 16 GB,Cooler Master MWE GOLD 750 V2 FULL MODULAR,1506.1,Gaming,13.641590863820463
Intel Core i9-11900KF @ 3.50GHz,Gigabyte Z590 UD AC,Radeon Pro W5500,Corsair Dominator Platinum RGB 32 GB,Deepcool PQ650M,1374.44,All-in-One,27.922499345187855
Intel Core i9-11900K @ 3.50GHz,ASRock H570M Pro4,Radeon RX 550,Corsair Vengeance LPX 64 GB,SeaSonic FOCUS Gold,1006.24,Office,46.42431229130227
Intel Pentium Gold G6505 @ 4.20GHz,MSI H510I PRO WIFI,GeForce GTX 1650 SUPER,Corsair Vengeance 64 GB,SeaSonic VERTEX GX-1200,1149.03,Gaming,16.25632054863668
Intel Core i5-11500 @ 2.70GHz,Asus Pro B560M-CT/CSM,Radeon RX 6600 XT,Corsair ValueSelect 32 GB,Corsair CX650F,965.1500000000001,Gaming,23.52245764907009
AMD Athlon 200GE,Asus PRIME B450-PLUS,Radeon Pro W5500,G.Skill Ripjaws V 8 GB,Corsair AX850,1265.65,Multimedia,30.58309959309446
Intel Core i7-11700F @ 2.50GHz,ASRock Z590M-ITX/ax,GeForce RTX 2080,Mushkin Redline Lumina 32 GB,SeaSonic PRIME Ultra Gold 850,1391.97,Multimedia,36.35387256909273
AMD Ryzen 9 5900X,Asus PRIME A320M-K,Radeon Pro W5500,Mushkin Essentials 2 GB,Fractal Design Ion Gold,1197.1399999999999,Professional,19.341513941560724
AMD PRO A12-9800,Asus PRO A520M-C II/CSM,GeForce RTX 3080,G.Skill Ripjaws S5 64 GB,Antec NeoECO Gold,1683.98,Office,21.526383923799568
Intel Core i9-12900T,ASRock Z790 Pro RS,NVIDIA TITAN Xp,Kingston Server Premier 32 GB,Xilence XP550R9,2579.99,Professional,13.558192086015838
AMD Ryzen 7 5700X,Gigabyte X570S AORUS MASTER,GeForce GTX 1660 Ti,G.Skill Ripjaws S5 64 GB,EVGA 750 GQ,1215.23,Gaming,23.245558453955216
AMD Ryzen 5 2400G,Asus ProArt X570-CREATOR WIFI,GeForce GTX 1660,Samsung MV-3V4G3D/US 8 GB,be quiet! System Power 9 CM,1526.43,Multimedia,24.24251357743231
AMD Ryzen 7 5700G,ASRock A520M Pro4,Radeon RX 5600 XT,G.Skill Trident Z Royal 32 GB,Corsair CX650 (2017),1125.42,Multimedia,46.23385047360097
AMD Ryzen 5 3600X,ASRock X470 Master SLI,Radeon Pro W5700,Crucial CT2G3S1067M 2 GB,Corsair RM750,2530.0,Gaming,7.20197628458498
AMD Athlon 240GE,ASRock B550M Steel Legend,Radeon RX 560,G.Skill Ares 16 GB,Asus ROG THOR 1600T Gaming,1216.21,Multimedia,19.82840134516243
Intel Core i5-11600K @ 3.90GHz,Asus PRIME Z590-A,Radeon RX 570X,Thermaltake TOUGHRAM XG RGB 16 GB,be quiet! Straight Power 11,1038.45,Office,25.657470268188163
AMD Ryzen 3 3100,MSI MPG X570S CARBON MAX WIFI,GeForce GTX 1070 Ti,TEAMGROUP T-Force Vulcan Z 64 GB,SeaSonic S12III,971.9300000000001,Professional,45.26046114432109
Intel Core i7-12700K,Asus ROG STRIX B660-I GAMING WIFI,NVIDIA TITAN Xp,Kingston FURY Beast 32 GB,Silverstone SX-G,2543.51,All-in-One,16.20398583060416
Intel Core i5-10400F @ 2.90GHz,MSI MAG Z490 TOMAHAWK,Radeon RX 5700,Kingston FURY Beast 64 GB,be quiet! Pure Power 12 M,1670.99,Professional,26.980712032986435
Intel Xeon W-2275 @ 3.30GHz,Asus WS X299 PRO,Radeon RX 590,Kingston XMP 10th Anniversary 8 GB,be quiet! Pure Power 12 M,2443.87,All-in-One,12.641343442981828
Intel Core i9-12900F,MSI MAG B660 TOMAHAWK WIFI DDR4,Radeon RX 5700,Corsair Vengeance LPX 32 GB,Cooler Master V1300 Platinum,2230.82,Office,16.617208022162252
Intel Core i9-7920X @ 2.90GHz,Asus Pro WS X299 SAGE II,Radeon Pro W5700,G.Skill Trident Z RGB 16 GB,Cooler Master G500,3133.2499999999995,Gaming,6.547227319875529
Intel Core i7-12700T,ASRock H610M-ITX/eDP,GeForce GTX 1660 Ti,Patriot Signature 8 GB,EVGA SuperNOVA 1600 T2,1369.83,Multimedia,29.36422767788704
Intel Core i7-8700T @ 2.40GHz,ASRock B365M-HDV,GeForce GTX 1660 SUPER,G.Skill F3-12800CL11D-8GBSQ 8 GB,Super Flower LEADEX VII XG,915.93,All-in-One,29.941807780070533
Intel Core i5-11500T @ 1.50GHz,NZXT N7 Z490,Radeon RX Vega 64,Crucial CT25664BA1339 2 GB,Thermaltake Toughpower,1345.96,Professional,17.918808879907278
Intel Core i7-12700,ASRock H670 Steel Legend,GeForce RTX 2080 SUPER,G.Skill Trident Z5 RGB 32 GB,be quiet! System Power 9 CM,1429.8999999999999,All-in-One,30.220015385691312
AMD Ryzen 7 PRO 4750G,Gigabyte A520M DS3H,GeForce GTX 1660,Kingston KVR16E11K4/32 32 GB,SeaSonic FOCUS,1121.9,Professional,27.959265531687315
Intel Core i5-8400T @ 1.70GHz,Supermicro MBD-X11SSM-F-O,Radeon RX 6900 XT,Corsair Vengeance LPX 16 GB,Corsair HX1200i,2390.91,Multimedia,20.663052979827768
Intel Core i3-12100T,MSI PRO Z690-A WIFI,GeForce RTX 2080 SUPER,Mushkin Proline 32 GB,SeaSonic SS-400ET Bronze,1180.1100000000001,Professional,32.23385955546516
Intel Core i3-9300T @ 3.20GHz,ASRock H370M-ITX/ac,Radeon RX 5600 XT,Mushkin Redline 16 GB,Corsair AX1200i,1525.7,Multimedia,27.030871075571874
Intel Core i5-8600 @ 3.10GHz,Asus ROG STRIX Z390-E GAMING,GeForce RTX 3080,Corsair Vengeance LPX 32 GB,Corsair TX750 V2,2069.63,Professional,20.335277320100694
Intel Core i5-7640X @ 4.00GHz,Asus ROG Strix X299-E Gaming II,GeForce GTX 1070 Ti,TEAMGROUP T-Force Vulcan Z 16 GB,EVGA SuperNOVA 1600 P+,1301.28,Professional,22.73914914545678
Intel Core i5-9600KF @ 3.70GHz,Asus WS C246 PRO,Radeon Pro W5500,Kingston KSM24ED8/16ME 16 GB,Super Flower Leadex V Pro,1344.86,Multimedia,31.868744702050776
AMD Ryzen 5 5600,Biostar B450MH,Radeon Vega Frontier Edition,Thermaltake TOUGHRAM XG RGB 16 GB,Thermaltake Smart,2283.44,All-in-One,13.880636233051888
Intel Core i7-12700KF,MSI PRO Z790-A WIFI,GeForce RTX 2070 SUPER,Kingston KTL-TP3CL/8G 8 GB,Asus ROG LOKI,1469.74,Professional,20.00625961054336
Intel Core i3-10305 @ 3.80GHz,Asus TUF GAMING Z490-PLUS,Radeon Vega Frontier Edition,Kingston FURY Beast RGB 32 GB,EVGA SuperNOVA 850 GM,2376.84,Multimedia,16.05682334528197
Intel Core i5-10600T @ 2.40GHz,MSI MEG Z490 GODLIKE,GeForce GTX 1080 Ti,TEAMGROUP Elite Plus 16 GB,Asus TUF Gaming B,1722.82,Multimedia,25.91564992280099
AMD Ryzen 7 PRO 4750G,ASRock B450 Steel Legend,GeForce GTX 1070 Ti,Kingston HyperX Impact 8 GB,Rosewill PHOTON-550,1121.53,Office,17.35129688907118
AMD Athlon 240GE,Asus TUF GAMING B550-PLUS WIFI II,GeForce GTX 1080 Ti,Patriot Viper Elite II 32 GB,Corsair RM750 (2019),1215.08,All-in-One,27.66813707739409
AMD PRO A12-9800E,EVGA X570 DARK,GeForce GTX 1650,G.Skill Trident Z Royal 32 GB,EVGA SuperNOVA 850 G+,1502.8700000000001,All-in-One,15.663231017985588
AMD Ryzen 7 2700X,Asus PRIME A520M-A/CSM,Radeon RX 5700,Patriot Signature Line 32 GB,NOX Hummer,1402.0600000000002,Office,19.554084703935633
Intel Core i3-9300 @ 3.70GHz,Gigabyte Z390 UD,Radeon VII,Mushkin Essentials 16 GB,EVGA 750 BP,2454.2799999999997,Gaming,6.849992665873494
Intel Core i3-12100,Gigabyte B760 GAMING X AX,GeForce GTX 1650,Corsair Vengeance RGB 32 GB,Silverstone NJ700,936.5,All-in-One,31.82060864922584
Intel Core i9-12900K,Asus PRIME B760-PLUS D4,Radeon RX 590,Corsair Vengeance RGB 32 GB,SeaSonic VERTEX GX-850,1628.91,Multimedia,34.46384392016747
Intel Core i3-8300T @ 3.20GHz,ASRock B365M-HDV,GeForce GTX 1650 SUPER,Mushkin Proline 8 GB,Silverstone Strider,827.45,Professional,27.356335730255605
AMD Ryzen 5 3500X,Asus PRIME B450-PLUS,GeForce RTX 2060,Mushkin Enhanced Redline Stiletto 32 GB,Apevia Prestige,830.7,Office,33.64632237871674
AMD Ryzen 5 PRO 4650G,Gigabyte X570 UD,Radeon R5 330,Crucial CT16G3R186DM 16 GB,Thermaltake Toughpower GF1 Snow - TT Premium,1050.33,Gaming,13.971132882046591
Intel Core i9-11900K @ 3.50GHz,MSI MEG Z590 UNIFY,GeForce GTX 1070 Ti,Kingston KVR16R11D4/8 8 GB,Corsair TX750 V2,1350.93,Office,17.997971767597136
Intel Celeron G5920 @ 3.50GHz,ASRock Z590 Steel Legend WiFi 6E,GeForce GTX 1660,Corsair Vengeance RGB Pro 64 GB,Corsair TX750 V2,1392.8400000000001,Gaming,12.281453720456046
Intel Core i3-8100T @ 3.10GHz,ASRock H370M-ITX/ac,NVIDIA TITAN Xp,Corsair Vengeance RGB 32 GB,Antec EARTHWATTS GOLD PRO 650,2255.82,Gaming,7.109299500846698
Intel Core i7-10700KF @ 3.80GHz,MSI B560M PRO-E,Radeon RX 580,Corsair ValueSelect 16 GB,SeaSonic G12 GM,951.24,Office,26.003952735376977
Intel Core i3-9300T @ 3.20GHz,Asus Prime Z370-P,GeForce GTX 1660 SUPER,Corsair Vengeance RGB Pro 16 GB,SeaSonic S12III,891.82,Multimedia,42.162095490121324
Intel Core i5-12400,Asus ROG STRIX Z690-A GAMING WIFI,Radeon Pro W5700,G.Skill Ripjaws S5 32 GB,Enermax Revolution D.F.,2257.2799999999997,Office,15.058831868443438
AMD Ryzen 5 5600,EVGA X570 DARK,GeForce RTX 3080 Ti,Corsair Vengeance LPX 32 GB,be quiet! Pure Power 9 CM,2187.3399999999997,Professional,19.961917214516266
Intel Core i3-10320 @ 3.80GHz,Gigabyte Z590 UD,Radeon Pro WX 8200,Kingston FURY Beast 4 GB,SeaSonic FOCUS,2085.83,Multimedia,18.418327476352342
AMD Ryzen 5 3600,ASRock X470 Master SLI,GeForce RTX 3080 Ti,G.Skill Trident Z RGB 32 GB,Asus ROG Strix,2446.0,Multimedia,21.81152902698283
Intel Core i5-12500,MSI MAG B660M MORTAR WIFI,GeForce GTX 1660 SUPER,G.Skill Ripjaws S5 64 GB,Corsair CX550F,1080.76,Professional,38.88559902290981
